name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),Hot Water (kBTU/hr),Electric (kW),Solar (kW)
HuShihHall.Elec.PowerScout3HD/kW,2024-05-15 00:00:00,D,55.965415833,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-15 00:00:00,D,17.835893229,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-16 00:00:00,D,24.493325729,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-16 00:00:00,D,13.218352187,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-16 00:00:00,D,23.668449062,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-16 00:00:00,D,53.075168333,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-17 00:00:00,D,24.201645416,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-17 00:00:00,D,13.364984479,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-17 00:00:00,D,13.676878229,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-17 00:00:00,D,66.189112604,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-18 00:00:00,D,20.255288020,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-18 00:00:00,D,11.734633229,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-18 00:00:00,D,45.365577916,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-18 00:00:00,D,25.416827395,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-19 00:00:00,D,22.013966250,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-19 00:00:00,D,6.756322500,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-19 00:00:00,D,-8.830318333,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-19 00:00:00,D,64.494903541,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-20 00:00:00,D,24.653406292,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-20 00:00:00,D,5.960934943,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-20 00:00:00,D,-17.032926145,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-20 00:00:00,D,66.344544479,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-21 00:00:00,D,32.282163958,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-21 00:00:00,D,5.634986875,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-21 00:00:00,D,-7.101235208,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-21 00:00:00,D,53.769038125,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-22 00:00:00,D,35.160605208,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-22 00:00:00,D,4.942283854,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-22 00:00:00,D,-5.778131145,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-22 00:00:00,D,58.951525937,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-23 00:00:00,D,25.138964062,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-23 00:00:00,D,6.508895937,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-23 00:00:00,D,-17.996801145,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-23 00:00:00,D,66.659094479,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-24 00:00:00,D,26.325309062,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-24 00:00:00,D,5.751048437,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-24 00:00:00,D,-28.345457395,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-24 00:00:00,D,78.084285104,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-25 00:00:00,D,28.709634166,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-25 00:00:00,D,12.566657083,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-25 00:00:00,D,-2.069766458,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-25 00:00:00,D,54.514305625,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-26 00:00:00,D,28.151886770,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-26 00:00:00,D,8.806042812,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-26 00:00:00,D,-15.141082708,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-26 00:00:00,D,63.619368854,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-27 00:00:00,D,31.371849895,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-27 00:00:00,D,9.120003645,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-27 00:00:00,D,10.245182604,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-27 00:00:00,D,41.758115520,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-28 00:00:00,D,21.885132187,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-28 00:00:00,D,3.812133333,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-28 00:00:00,D,11.052249791,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-28 00:00:00,D,39.049692604,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-29 00:00:00,D,14.428482500,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-29 00:00:00,D,0.639496458,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-29 00:00:00,D,2.074910104,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-29 00:00:00,D,49.697759166,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-30 00:00:00,D,12.217269791,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-30 00:00:00,D,0.763878541,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-30 00:00:00,D,-17.667934375,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-30 00:00:00,D,76.931603020,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-05-31 00:00:00,D,14.743195833,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-05-31 00:00:00,D,13.549954479,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-05-31 00:00:00,D,-32.873032291,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-05-31 00:00:00,D,82.485274166,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-01 00:00:00,D,19.038685729,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-01 00:00:00,D,12.676022916,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-01 00:00:00,D,-31.008468645,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-01 00:00:00,D,77.405949687,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-02 00:00:00,D,20.147901562,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-02 00:00:00,D,6.499100312,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-02 00:00:00,D,1.871393854,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-02 00:00:00,D,47.700487395,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-03 00:00:00,D,22.496612812,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-03 00:00:00,D,6.993734479,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-03 00:00:00,D,-13.399319895,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-03 00:00:00,D,59.647473229,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-04 00:00:00,D,29.083544375,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-04 00:00:00,D,5.980466458,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-04 00:00:00,D,-23.924758750,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-04 00:00:00,D,73.161358229,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-05 00:00:00,D,31.940141666,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-05 00:00:00,D,5.082041979,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-05 00:00:00,D,-3.153288125,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-05 00:00:00,D,51.089271979,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-06 00:00:00,D,32.303865416,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-06 00:00:00,D,5.658954062,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-06 00:00:00,D,13.477018333,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-06 00:00:00,D,35.383502083,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-07 00:00:00,D,22.997654583,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-07 00:00:00,D,11.396890104,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-07 00:00:00,D,18.190953333,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-07 00:00:00,D,27.957995625,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-08 00:00:00,D,21.458781562,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-08 00:00:00,D,11.971379895,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-08 00:00:00,D,14.109212395,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-08 00:00:00,D,37.710779375,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-09 00:00:00,D,18.465477916,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-09 00:00:00,D,11.733013958,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-09 00:00:00,D,17.479758020,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-09 00:00:00,D,31.798458020,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-10 00:00:00,D,13.504120520,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-10 00:00:00,D,10.674438125,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-10 00:00:00,D,21.916647708,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-10 00:00:00,D,26.867074583,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-11 00:00:00,D,14.461639479,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-11 00:00:00,D,12.134834375,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-11 00:00:00,D,13.203664479,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-11 00:00:00,D,33.924591354,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-12 00:00:00,D,17.336000104,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-12 00:00:00,D,9.476082604,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-12 00:00:00,D,-16.426753645,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-12 00:00:00,D,61.183108020,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-13 00:00:00,D,23.857111250,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-13 00:00:00,D,11.358404062,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-13 00:00:00,D,-26.172325520,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-13 00:00:00,D,70.720772812,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-14 00:00:00,D,26.923920104,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-14 00:00:00,D,7.231988854,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-14 00:00:00,D,-7.563408020,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-14 00:00:00,D,56.049384270,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-15 00:00:00,D,24.714125625,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-15 00:00:00,D,7.644573645,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-15 00:00:00,D,-35.431673750,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-15 00:00:00,D,83.765166041,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-16 00:00:00,D,23.667616354,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-16 00:00:00,D,10.433576145,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-16 00:00:00,D,-28.102090833,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-16 00:00:00,D,75.454869375,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-17 00:00:00,D,31.149905000,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-17 00:00:00,D,6.336294583,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-17 00:00:00,D,-11.743294166,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-17 00:00:00,D,61.440798020,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-18 00:00:00,D,40.765770625,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-18 00:00:00,D,3.700030208,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-18 00:00:00,D,-13.336657916,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-18 00:00:00,D,59.963139479,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-19 00:00:00,D,35.164074166,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-19 00:00:00,D,4.457861562,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-19 00:00:00,D,-14.284077916,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-19 00:00:00,D,63.918311875,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-20 00:00:00,D,47.817508958,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-20 00:00:00,D,4.198611250,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-20 00:00:00,D,-6.202632812,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-20 00:00:00,D,59.228425416,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-21 00:00:00,D,46.700350937,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-21 00:00:00,D,3.520956145,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-21 00:00:00,D,-7.290819687,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-21 00:00:00,D,56.614029062,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-22 00:00:00,D,44.540835520,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-22 00:00:00,D,5.090758125,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-22 00:00:00,D,-16.423101666,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-22 00:00:00,D,64.611828125,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-23 00:00:00,D,40.050310833,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-23 00:00:00,D,5.404341458,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-23 00:00:00,D,16.148879583,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-23 00:00:00,D,33.841609375,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-24 00:00:00,D,28.355569166,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-24 00:00:00,D,5.914928750,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-24 00:00:00,D,-7.485132812,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-24 00:00:00,D,54.333491145,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-25 00:00:00,D,28.801991979,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-25 00:00:00,D,4.604835937,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-25 00:00:00,D,-15.888456041,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-25 00:00:00,D,63.886919166,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-26 00:00:00,D,37.392828750,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-26 00:00:00,D,5.557396875,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-26 00:00:00,D,-5.147947187,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-26 00:00:00,D,55.031045729,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-27 00:00:00,D,30.993013645,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-27 00:00:00,D,8.456545000,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-27 00:00:00,D,5.290916145,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-27 00:00:00,D,45.679403541,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-28 00:00:00,D,25.280909166,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-28 00:00:00,D,10.816142916,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-28 00:00:00,D,-31.583420208,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-28 00:00:00,D,77.715226666,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-29 00:00:00,D,27.004670520,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-29 00:00:00,D,7.681235833,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-29 00:00:00,D,35.907120000,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-29 00:00:00,D,11.777952604,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-06-30 00:00:00,D,34.713729895,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-06-30 00:00:00,D,6.299250833,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-06-30 00:00:00,D,-13.401398958,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-06-30 00:00:00,D,57.129795729,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-01 00:00:00,D,21.978802812,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-01 00:00:00,D,7.924303437,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-01 00:00:00,D,-12.550820937,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-01 00:00:00,D,60.952170416,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-02 00:00:00,D,24.300083333,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-02 00:00:00,D,8.470971562,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-02 00:00:00,D,-28.440448125,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-02 00:00:00,D,74.392718541,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-03 00:00:00,D,30.153509583,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-03 00:00:00,D,5.998207500,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-03 00:00:00,D,-26.992438229,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-03 00:00:00,D,74.386400625,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-04 00:00:00,D,36.773252604,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-04 00:00:00,D,5.445003750,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-04 00:00:00,D,-6.457961562,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-04 00:00:00,D,55.603452708,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-05 00:00:00,D,39.922350729,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-05 00:00:00,D,5.627360833,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-05 00:00:00,D,11.782489375,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-05 00:00:00,D,37.219857083,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-06 00:00:00,D,43.609935416,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-06 00:00:00,D,5.956576145,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-06 00:00:00,D,-15.146480000,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-06 00:00:00,D,66.177683333,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-07 00:00:00,D,40.450385833,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-07 00:00:00,D,6.688223125,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-07 00:00:00,D,-21.470026250,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-07 00:00:00,D,73.272664687,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-08 00:00:00,D,41.862228958,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-08 00:00:00,D,5.016724791,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-08 00:00:00,D,-18.606748229,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-08 00:00:00,D,67.464783020,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-09 00:00:00,D,44.702445104,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-09 00:00:00,D,4.105815208,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-09 00:00:00,D,-6.936243958,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-09 00:00:00,D,57.449213750,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-10 00:00:00,D,48.470470729,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-10 00:00:00,D,4.740706458,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-10 00:00:00,D,-4.327981041,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-10 00:00:00,D,52.738326979,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-11 00:00:00,D,38.305760729,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-11 00:00:00,D,5.653642187,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-11 00:00:00,D,22.575637916,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-07-11 00:00:00,D,26.641586979,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-07-12 00:00:00,D,36.954388125,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-07-12 00:00:00,D,6.302405208,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-07-12 00:00:00,D,-15.415409270,Electric,,,,,
